Province_State,Date,ConfirmedCases,Fatalities,CasePred,FataPred
Alabama,2/18/20,0.0,0.0,8.5959816e-11,4.5344726e-12
Alabama,2/19/20,0.0,0.0,8.5959816e-11,4.5344726e-12
Alabama,2/20/20,0.0,0.0,8.5959816e-11,4.5344726e-12
Alabama,2/21/20,0.0,0.0,8.5959816e-11,4.5344726e-12
Alabama,2/22/20,0.0,0.0,8.5959816e-11,4.5344726e-12
Alabama,2/23/20,0.0,0.0,8.5959816e-11,4.5344726e-12
Alabama,2/24/20,0.0,0.0,8.5959816e-11,4.5344726e-12
Alabama,2/25/20,0.0,0.0,8.5959816e-11,4.5344726e-12
Alabama,2/26/20,0.0,0.0,8.5959816e-11,4.5344726e-12
Alabama,2/27/20,0.0,0.0,8.5959816e-11,4.5344726e-12
Alabama,2/28/20,0.0,0.0,8.5959816e-11,4.5344726e-12
Alabama,2/29/20,0.0,0.0,7.871663e-10,3.796829e-10
Alabama,3/01/20,0.0,0.0,7.861119000000002e-09,7.449017e-10
Alabama,3/02/20,0.0,0.0,1.0828886e-07,1.0368619e-09
Alabama,3/03/20,0.0,0.0,8.039401700000001e-07,1.0243816e-09
Alabama,3/04/20,0.0,0.0,6.4749145e-07,1.8584911e-10
Alabama,3/05/20,0.0,0.0,1.51278045e-05,3.4641658000000003e-11
Alabama,3/06/20,0.0,0.0,0.000256113,3.5224184999999995e-11
Alabama,3/07/20,0.0,0.0,0.00028372470000000003,3.659914e-11
Alabama,3/08/20,0.0,0.0,0.00030315484,1.30006604e-11
Alabama,3/09/20,0.0,0.0,0.00028479195,1.1645251e-11
Alabama,3/10/20,0.0,0.0,0.00037008786,3.2876854e-11
Alabama,3/11/20,0.0,0.0,0.0013063527,6.3007446e-11
Alabama,3/12/20,0.0,0.0,0.004948079,1.6708732e-10
Alabama,3/13/20,5.0,0.0,4.7846675,1.8531825e-09
Alabama,3/14/20,7.0,0.0,7.000501,2.0845839000000002e-08
Alabama,3/15/20,11.0,0.0,10.99131,5.3660166e-08
Alabama,3/16/20,29.0,0.0,28.995213,1.939534e-06
Alabama,3/17/20,39.0,0.0,38.994576,6.197187299999999e-06
Alabama,3/18/20,51.0,0.0,51.01554,4.867358e-05
Alabama,3/19/20,78.0,0.0,77.89546,0.00025088835
Alabama,3/20/20,106.0,0.0,106.19712,0.00039124815
Alabama,3/21/20,131.0,0.0,130.7118,0.00038652462999999994
Alabama,3/22/20,157.0,0.0,157.12508,0.0005909015
Alabama,3/23/20,196.0,0.0,196.28922,0.0006291868599999999
Alabama,3/24/20,242.0,0.0,242.33456,0.0014410061
Alabama,3/25/20,381.0,1.0,380.8682,0.9461259
Alabama,3/26/20,517.0,1.0,515.55475,0.9983904
Alabama,3/27/20,587.0,4.0,587.00586,3.9943593
Alabama,3/28/20,694.0,4.0,696.221,3.9938326
Alabama,3/29/20,825.0,10.0,824.9643,9.998124
Alabama,3/30/20,899.0,10.0,900.0524,10.006134
Alabama,3/31/20,987.0,23.0,985.2117300000001,22.999962
Alabama,4/01/20,1060.0,27.0,1059.0858,26.985367
Alabama,4/02/20,1233.0,32.0,1235.4213,32.012257
Alabama,4/03/20,1495.0,38.0,1491.5839,37.98105
Alabama,4/04/20,1614.0,44.0,1615.7733,43.98494
Alabama,4/05/20,1765.0,45.0,1765.8585,45.136573999999996
Alabama,4/06/20,1952.0,49.0,1952.7808,48.98746
Alabama,4/07/20,2169.0,64.0,2163.509,63.802673
Alabama,4/08/20,2328.0,66.0,2332.5544,66.28209
Alabama,4/09/20,2703.0,70.0,2700.6648,69.979866
Alabama,4/10/20,2947.0,80.0,2950.324,80.0645
Alabama,4/11/20,3217.0,92.0,3218.4109999999996,91.60441
Alabama,4/12/20,3563.0,93.0,3556.9158,93.24039499999999
Alabama,4/13/20,3734.0,99.0,3737.8608,99.10661
Alabama,4/14/20,3953.0,114.0,3954.864,113.52951000000002
Alabama,4/15/20,4075.0,118.0,4074.9995,118.31141000000001
Alabama,4/16/20,4345.0,133.0,4338.17,133.19798
Alabama,4/17/20,4571.0,148.0,4568.6426,147.43027
Alabama,4/18/20,4712.0,153.0,4717.6606,153.12312
Alabama,4/19/20,4888.0,157.0,4891.968,157.55324
Alabama,4/20/20,5079.0,163.0,5079.1436,163.0491
Alabama,4/21/20,5317.0,183.0,5313.5444,182.5353
Alabama,4/22/20,5593.0,196.0,5595.483,196.1949
Alabama,4/23/20,5832.0,202.0,5827.656,201.59583999999998
Alabama,4/24/20,6026.0,209.0,6024.7104,209.34302
Alabama,4/25/20,6026.0,209.0,6028.205,209.05962
Alabama,4/26/20,6421.0,219.0,6420.2227,218.86517
Alaska,1/22/20,0.0,0.0,2.8363603e-09,5.303156400000001e-12
Alaska,1/23/20,0.0,0.0,2.8363603e-09,5.303156400000001e-12
Alaska,1/24/20,0.0,0.0,2.2636382999999998e-10,5.303156400000001e-12
Alaska,1/25/20,0.0,0.0,2.427177e-10,5.303156400000001e-12
Alaska,1/26/20,0.0,0.0,1.2761352e-10,5.303156400000001e-12
Alaska,1/27/20,0.0,0.0,4.4783655999999997e-11,5.303156400000001e-12
Alaska,1/28/20,0.0,0.0,4.4783655999999997e-11,5.303156400000001e-12
Alaska,1/29/20,0.0,0.0,4.4783655999999997e-11,5.303156400000001e-12
Alaska,1/30/20,0.0,0.0,4.4783655999999997e-11,5.303156400000001e-12
Alaska,1/31/20,0.0,0.0,4.4852216e-11,5.303156400000001e-12
Alaska,2/01/20,0.0,0.0,5.5342959999999996e-11,5.303156400000001e-12
Alaska,2/02/20,0.0,0.0,4.3572534e-11,5.303156400000001e-12
Alaska,2/03/20,0.0,0.0,4.3572534e-11,5.303156400000001e-12
Alaska,2/04/20,0.0,0.0,4.3572534e-11,5.303156400000001e-12
Alaska,2/05/20,0.0,0.0,4.3572534e-11,5.303156400000001e-12
Alaska,2/06/20,0.0,0.0,4.3572534e-11,5.303156400000001e-12
Alaska,2/07/20,0.0,0.0,4.3572534e-11,5.303156400000001e-12
Alaska,2/08/20,0.0,0.0,4.3572534e-11,5.303156400000001e-12
Alaska,2/09/20,0.0,0.0,4.3572534e-11,5.303156400000001e-12
Alaska,2/10/20,0.0,0.0,4.3572534e-11,5.303156400000001e-12
Alaska,2/11/20,0.0,0.0,4.3572534e-11,5.303156400000001e-12
Alaska,2/12/20,0.0,0.0,4.3572534e-11,5.303156400000001e-12
Alaska,2/13/20,0.0,0.0,4.3572534e-11,5.303156400000001e-12
Alaska,2/14/20,0.0,0.0,4.3572534e-11,5.303156400000001e-12
Alaska,2/15/20,0.0,0.0,4.3572534e-11,5.303156400000001e-12
Alaska,2/16/20,0.0,0.0,4.3572534e-11,5.303156400000001e-12
Alaska,2/17/20,0.0,0.0,4.3572534e-11,5.303156400000001e-12
Alaska,2/18/20,0.0,0.0,4.3572534e-11,5.303156400000001e-12
Alaska,2/19/20,0.0,0.0,4.3572534e-11,5.303156400000001e-12
Alaska,2/20/20,0.0,0.0,4.3572534e-11,5.303156400000001e-12
Alaska,2/21/20,0.0,0.0,4.3572534e-11,5.303156400000001e-12
Alaska,2/22/20,0.0,0.0,4.3572534e-11,5.303156400000001e-12
Alaska,2/23/20,0.0,0.0,4.3572534e-11,5.303156400000001e-12
Alaska,2/24/20,0.0,0.0,4.3572534e-11,5.303156400000001e-12
Alaska,2/25/20,0.0,0.0,4.3572534e-11,5.303156400000001e-12
Alaska,2/26/20,0.0,0.0,4.3572534e-11,5.303156400000001e-12
Alaska,2/27/20,0.0,0.0,4.3572534e-11,5.303156400000001e-12
Alaska,2/28/20,0.0,0.0,4.3572534e-11,5.303156400000001e-12
Alaska,2/29/20,0.0,0.0,3.3818875e-10,1.4455735e-10
Alaska,3/01/20,0.0,0.0,3.3571013e-09,2.8117214e-10
Alaska,3/02/20,0.0,0.0,4.8406960000000005e-08,4.4053228e-10
Alaska,3/03/20,0.0,0.0,3.069163e-07,4.3399455999999996e-10
Alaska,3/04/20,0.0,0.0,2.4442306e-07,7.7062405e-11
Alaska,3/05/20,0.0,0.0,6.8914100000000005e-06,1.3841137400000001e-11
Alaska,3/06/20,0.0,0.0,0.00010271017,1.4073885999999999e-11
Alaska,3/07/20,0.0,0.0,0.00015106764,1.4623254e-11
Alaska,3/08/20,0.0,0.0,0.00015531077,4.8994003e-12
Alaska,3/09/20,0.0,0.0,0.00018615726999999998,4.456779e-12
Alaska,3/10/20,0.0,0.0,0.00026567562999999997,1.3707203e-11
Alaska,3/11/20,0.0,0.0,0.0007561797,3.1562652000000005e-11
Alaska,3/12/20,0.0,0.0,0.0022402664,8.9524485e-11
Alaska,3/13/20,1.0,0.0,0.92796093,9.056513300000001e-10
Alaska,3/14/20,1.0,0.0,0.9984601000000001,1.15252385e-08
Alaska,3/15/20,1.0,0.0,1.0003973,3.1241903e-08
Alaska,3/16/20,1.0,0.0,1.0007181,9.737404000000001e-07
Alaska,3/17/20,3.0,0.0,2.9995358,3.0289675e-06
Alaska,3/18/20,5.0,0.0,5.003819999999999,1.708851e-05
Alaska,3/19/20,8.0,0.0,8.002434,0.00015861857
Alaska,3/20/20,11.0,0.0,10.986998,0.00033602008000000003
Alaska,3/21/20,13.0,0.0,13.008898,0.0002766531
Alaska,3/22/20,18.0,0.0,17.98331,0.00037121653
Alaska,3/23/20,30.0,0.0,30.00382,0.0003551185
Alaska,3/24/20,34.0,0.0,34.028529999999996,0.0012508436
Alaska,3/25/20,41.0,1.0,40.982487,0.9407037
Alaska,3/26/20,56.0,1.0,56.002876,0.9995305
Alaska,3/27/20,58.0,1.0,58.038036,1.0004609
Alaska,3/28/20,85.0,2.0,84.99384,2.002607
Alaska,3/29/20,102.0,2.0,101.97165,1.9982008000000002
Alaska,3/30/20,114.0,3.0,114.04687,2.9996767
Alaska,3/31/20,119.0,3.0,118.930374,2.9993439
Alaska,4/01/20,132.0,3.0,132.05196,3.001016
Alaska,4/02/20,143.0,3.0,143.00146,2.9985824
Alaska,4/03/20,157.0,3.0,156.96362,3.0045886000000004
Alaska,4/04/20,171.0,5.0,171.03572,5.000417
Alaska,4/05/20,185.0,6.0,185.03063999999998,5.9956646
Alaska,4/06/20,190.0,6.0,189.93278999999998,6.003981
Alaska,4/07/20,213.0,6.0,212.99933,6.000332
Alaska,4/08/20,226.0,7.0,225.89777999999998,6.993114500000001
Alaska,4/09/20,235.0,7.0,235.06402999999997,6.9981865999999995
Alaska,4/10/20,246.0,7.0,245.97277999999997,7.006273299999999
Alaska,4/11/20,257.0,8.0,257.06055,7.993899000000001
Alaska,4/12/20,272.0,8.0,271.98935,8.005138
Alaska,4/13/20,277.0,8.0,277.01114,7.992669599999999
Alaska,4/14/20,285.0,9.0,284.99782999999996,8.999825
Alaska,4/15/20,293.0,9.0,292.99158,9.008085000000001
Alaska,4/16/20,300.0,9.0,300.0009,9.001035
Alaska,4/17/20,309.0,9.0,309.1067,8.992731
Alaska,4/18/20,314.0,9.0,313.9627,9.000760000000001
Alaska,4/19/20,319.0,9.0,319.05475,8.997177
Alaska,4/20/20,321.0,9.0,321.05612,9.001054
Alaska,4/21/20,329.0,9.0,328.95105,9.0005045
Alaska,4/22/20,335.0,9.0,335.0485,8.999994000000001
Alaska,4/23/20,337.0,9.0,337.16754,9.001325
Alaska,4/24/20,339.0,9.0,338.9535,8.999393
Alaska,4/25/20,339.0,9.0,339.00586,9.006111
Alaska,4/26/20,340.0,9.0,340.0691,8.998393
Arizona,1/22/20,0.0,0.0,1.184154e-05,4.4571616e-12
Arizona,1/23/20,0.0,0.0,1.184154e-05,4.4571616e-12
Arizona,1/24/20,0.0,0.0,5.0777864e-05,4.4571616e-12
Arizona,1/25/20,0.0,0.0,0.00017399456000000003,4.4571616e-12
Arizona,1/26/20,1.0,0.0,0.9842221999999999,4.4571616e-12
Arizona,1/27/20,1.0,0.0,0.99582756,4.4571616e-12
Arizona,1/28/20,1.0,0.0,0.99582756,4.4571616e-12
Arizona,1/29/20,1.0,0.0,0.99582756,4.4571616e-12
Arizona,1/30/20,1.0,0.0,0.99582756,4.4571616e-12
Arizona,1/31/20,1.0,0.0,0.9957401,4.4571616e-12
Arizona,2/01/20,1.0,0.0,1.0008476999999998,4.4571616e-12
Arizona,2/02/20,1.0,0.0,0.9993983000000001,4.4571616e-12
Arizona,2/03/20,1.0,0.0,0.9993983000000001,4.4571616e-12
Arizona,2/04/20,1.0,0.0,0.9993983000000001,4.4571616e-12
Arizona,2/05/20,1.0,0.0,0.9993983000000001,4.4571616e-12
Arizona,2/06/20,1.0,0.0,0.9993983000000001,4.4571616e-12
Arizona,2/07/20,1.0,0.0,0.9993983000000001,4.4571616e-12
Arizona,2/08/20,1.0,0.0,0.9993983000000001,4.4571616e-12
Arizona,2/09/20,1.0,0.0,0.9993983000000001,4.4571616e-12
Arizona,2/10/20,1.0,0.0,0.9993983000000001,4.4571616e-12
Arizona,2/11/20,1.0,0.0,0.9993983000000001,4.4571616e-12
Arizona,2/12/20,1.0,0.0,0.9993983000000001,4.4571616e-12
Arizona,2/13/20,1.0,0.0,0.9993983000000001,4.4571616e-12
Arizona,2/14/20,1.0,0.0,0.9993983000000001,4.4571616e-12
Arizona,2/15/20,1.0,0.0,0.9993983000000001,4.4571616e-12
Arizona,2/16/20,1.0,0.0,0.9993983000000001,4.4571616e-12
Arizona,2/17/20,1.0,0.0,0.9993983000000001,4.4571616e-12
Arizona,2/18/20,1.0,0.0,0.9993983000000001,4.4571616e-12
Arizona,2/19/20,1.0,0.0,0.9993983000000001,4.4571616e-12
Arizona,2/20/20,1.0,0.0,0.9993983000000001,4.4571616e-12
Arizona,2/21/20,1.0,0.0,0.9993983000000001,4.4571616e-12
Arizona,2/22/20,1.0,0.0,0.9993983000000001,4.4571616e-12
Arizona,2/23/20,1.0,0.0,0.9993983000000001,4.4571616e-12
Arizona,2/24/20,1.0,0.0,0.9993983000000001,4.4571616e-12
Arizona,2/25/20,1.0,0.0,0.9993983000000001,4.4571616e-12
Arizona,2/26/20,1.0,0.0,0.9993983000000001,4.4571616e-12
Arizona,2/27/20,1.0,0.0,0.9993983000000001,4.4571616e-12
Arizona,2/28/20,1.0,0.0,0.9993983000000001,4.4571616e-12
Arizona,2/29/20,1.0,0.0,0.9969909,3.7250822e-10
Arizona,3/01/20,1.0,0.0,0.99563277,7.308312299999999e-10
Arizona,3/02/20,1.0,0.0,0.9958233,1.1056469999999999e-09
Arizona,3/03/20,1.0,0.0,0.99343157,1.1028353e-09
Arizona,3/04/20,1.0,0.0,0.98997647,3.6210596e-10
Arizona,3/05/20,1.0,0.0,0.97801167,7.488973e-11
Arizona,3/06/20,2.0,0.0,1.9932587,7.6148914e-11
Arizona,3/07/20,4.0,0.0,3.9478394999999997,7.9121196e-11
Arizona,3/08/20,4.0,0.0,3.9725212999999995,2.3937519e-11
Arizona,3/09/20,4.0,0.0,3.9712684,2.0953757999999997e-11
Arizona,3/10/20,6.0,0.0,5.976276400000001,6.886452e-11
Arizona,3/11/20,9.0,0.0,8.974971,1.3226748999999998e-10
Arizona,3/12/20,9.0,0.0,8.961814,3.6097159e-10
Arizona,3/13/20,9.0,0.0,9.018873,3.2448833e-09
Arizona,3/14/20,12.0,0.0,11.990806,4.1890495e-08
Arizona,3/15/20,12.0,0.0,12.000824,2.0445384000000001e-07
Arizona,3/16/20,18.0,0.0,17.995165,7.4775166e-06
Arizona,3/17/20,20.0,0.0,19.997536,2.5727372999999996e-05
Arizona,3/18/20,27.0,0.0,27.009265999999997,0.00022625271
Arizona,3/19/20,45.0,0.0,45.051533,0.0025537072
Arizona,3/20/20,68.0,0.0,67.998024,0.007473984699999999
Arizona,3/21/20,104.0,1.0,104.08941999999999,0.92391783
Arizona,3/22/20,152.0,2.0,151.96877,1.9878484
Arizona,3/23/20,235.0,2.0,235.23985,1.9885836
Arizona,3/24/20,326.0,5.0,325.2934,4.9877305
Arizona,3/25/20,401.0,6.0,401.85864,6.0005593
Arizona,3/26/20,508.0,8.0,507.3743,7.9954276
Arizona,3/27/20,665.0,13.0,663.7203400000001,13.0085745
Arizona,3/28/20,773.0,15.0,774.4588,15.028739000000002
Arizona,3/29/20,919.0,17.0,918.6695599999999,16.998756
Arizona,3/30/20,1157.0,20.0,1155.7574,20.000935000000002
Arizona,3/31/20,1289.0,25.0,1287.7874,24.996979999999997
Arizona,4/01/20,1413.0,32.0,1415.6146,31.983402
Arizona,4/02/20,1596.0,35.0,1593.7023,34.984894
Arizona,4/03/20,1769.0,44.0,1774.7051,44.111134
Arizona,4/04/20,2019.0,52.0,2019.5569,52.009357
Arizona,4/05/20,2269.0,64.0,2268.1643,63.810219999999994
Arizona,4/06/20,2460.0,65.0,2458.076,64.993286
Arizona,4/07/20,2575.0,73.0,2568.6035,73.0051
Arizona,4/08/20,2726.0,89.0,2725.3242,89.262245
Arizona,4/09/20,3018.0,98.0,3019.1414,97.7887
Arizona,4/10/20,3112.0,106.0,3118.6948,106.294495
Arizona,4/11/20,3393.0,117.0,3395.9559999999997,116.96878999999998
Arizona,4/12/20,3542.0,125.0,3533.8767,125.011696
Arizona,4/13/20,3705.0,132.0,3703.4285,132.14203
Arizona,4/14/20,3809.0,143.0,3818.0957,142.50978
Arizona,4/15/20,3964.0,155.0,3964.6445,154.81017
Arizona,4/16/20,4237.0,164.0,4224.6914,163.91986
Arizona,4/17/20,4511.0,183.0,4509.022,182.95564
Arizona,4/18/20,4724.0,180.0,4732.287,180.15381000000002
Arizona,4/19/20,4933.0,184.0,4934.8516,184.6992
Arizona,4/20/20,5068.0,191.0,5072.3086,191.05988
Arizona,4/21/20,5256.0,208.0,5250.558000000001,208.08247
Arizona,4/22/20,5473.0,231.0,5477.1140000000005,230.56134
Arizona,4/23/20,5772.0,249.0,5768.733,249.22696000000002
Arizona,4/24/20,6045.0,266.0,6045.3613,265.5213
Arizona,4/25/20,6286.0,273.0,6283.0166,273.06392999999997
Arizona,4/26/20,6534.0,275.0,6534.7363,275.09564
Arkansas,1/22/20,0.0,0.0,4.346824000000001e-09,4.4680483e-12
Arkansas,1/23/20,0.0,0.0,4.346824000000001e-09,4.4680483e-12
Arkansas,1/24/20,0.0,0.0,4.291626e-10,4.4680483e-12
Arkansas,1/25/20,0.0,0.0,4.878387e-10,4.4680483e-12
Arkansas,1/26/20,0.0,0.0,2.507742e-10,4.4680483e-12
Arkansas,1/27/20,0.0,0.0,8.902116e-11,4.4680483e-12
Arkansas,1/28/20,0.0,0.0,8.902116e-11,4.4680483e-12
Arkansas,1/29/20,0.0,0.0,8.902116e-11,4.4680483e-12
Arkansas,1/30/20,0.0,0.0,8.902116e-11,4.4680483e-12
Arkansas,1/31/20,0.0,0.0,8.915744e-11,4.4680483e-12
Arkansas,2/01/20,0.0,0.0,1.0514915e-10,4.4680483e-12
Arkansas,2/02/20,0.0,0.0,8.457000999999999e-11,4.4680483e-12
Arkansas,2/03/20,0.0,0.0,8.457000999999999e-11,4.4680483e-12
Arkansas,2/04/20,0.0,0.0,8.457000999999999e-11,4.4680483e-12
Arkansas,2/05/20,0.0,0.0,8.457000999999999e-11,4.4680483e-12
Arkansas,2/06/20,0.0,0.0,8.457000999999999e-11,4.4680483e-12
Arkansas,2/07/20,0.0,0.0,8.457000999999999e-11,4.4680483e-12
Arkansas,2/08/20,0.0,0.0,8.457000999999999e-11,4.4680483e-12
Arkansas,2/09/20,0.0,0.0,8.457000999999999e-11,4.4680483e-12
Arkansas,2/10/20,0.0,0.0,8.457000999999999e-11,4.4680483e-12
Arkansas,2/11/20,0.0,0.0,8.457000999999999e-11,4.4680483e-12
Arkansas,2/12/20,0.0,0.0,8.457000999999999e-11,4.4680483e-12
Arkansas,2/13/20,0.0,0.0,8.457000999999999e-11,4.4680483e-12
Arkansas,2/14/20,0.0,0.0,8.457000999999999e-11,4.4680483e-12
Arkansas,2/15/20,0.0,0.0,8.457000999999999e-11,4.4680483e-12
Arkansas,2/16/20,0.0,0.0,8.457000999999999e-11,4.4680483e-12
Arkansas,2/17/20,0.0,0.0,8.457000999999999e-11,4.4680483e-12
Arkansas,2/18/20,0.0,0.0,8.457000999999999e-11,4.4680483e-12
Arkansas,2/19/20,0.0,0.0,8.457000999999999e-11,4.4680483e-12
Arkansas,2/20/20,0.0,0.0,8.457000999999999e-11,4.4680483e-12
Arkansas,2/21/20,0.0,0.0,8.457000999999999e-11,4.4680483e-12
Arkansas,2/22/20,0.0,0.0,8.457000999999999e-11,4.4680483e-12
Arkansas,2/23/20,0.0,0.0,8.457000999999999e-11,4.4680483e-12
Arkansas,2/24/20,0.0,0.0,8.457000999999999e-11,4.4680483e-12
Arkansas,2/25/20,0.0,0.0,8.457000999999999e-11,4.4680483e-12
Arkansas,2/26/20,0.0,0.0,8.457000999999999e-11,4.4680483e-12
Arkansas,2/27/20,0.0,0.0,8.457000999999999e-11,4.4680483e-12
Arkansas,2/28/20,0.0,0.0,8.457000999999999e-11,4.4680483e-12
Arkansas,2/29/20,0.0,0.0,7.8872925e-10,3.7610284e-10
Arkansas,3/01/20,0.0,0.0,6.8876678e-09,7.165932e-10
Arkansas,3/02/20,0.0,0.0,9.798526400000002e-08,1.1716669e-09
Arkansas,3/03/20,0.0,0.0,7.243985000000001e-07,1.1536009e-09
Arkansas,3/04/20,0.0,0.0,4.909525e-07,2.3119416e-10
Arkansas,3/05/20,0.0,0.0,1.3685536e-05,4.2090578000000004e-11
Arkansas,3/06/20,0.0,0.0,0.00027155479999999997,4.2798362e-11
Arkansas,3/07/20,0.0,0.0,0.00031000318,4.4469146999999995e-11
Arkansas,3/08/20,0.0,0.0,0.00047474564000000004,1.606663e-11
Arkansas,3/09/20,0.0,0.0,0.00044187016,1.4451592e-11
Arkansas,3/10/20,0.0,0.0,0.0004991122,3.4442952000000004e-11
Arkansas,3/11/20,0.0,0.0,0.0015364407,7.147991e-11
Arkansas,3/12/20,0.0,0.0,0.0069978354,2.0960163e-10
Arkansas,3/13/20,9.0,0.0,8.662846,1.9081725e-09
Arkansas,3/14/20,12.0,0.0,11.990771,2.30124e-08
Arkansas,3/15/20,3.0,0.0,3.0006306,9.082696e-08
Arkansas,3/16/20,3.0,0.0,2.9975588,2.3237546e-06
Arkansas,3/17/20,3.0,0.0,3.0002042999999996,7.226187e-06
Arkansas,3/18/20,4.0,0.0,4.003327,3.5162935000000004e-05
Arkansas,3/19/20,62.0,0.0,62.0296,0.00025533162999999995
Arkansas,3/20/20,100.0,0.0,99.95853000000001,0.00065436907
Arkansas,3/21/20,122.0,0.0,121.99853,0.00057562074
Arkansas,3/22/20,165.0,0.0,164.8704,0.0012373708
Arkansas,3/23/20,192.0,0.0,191.98187,0.0020566261
Arkansas,3/24/20,219.0,2.0,219.18956,1.8964273
Arkansas,3/25/20,280.0,2.0,279.89905,2.0021831999999997
Arkansas,3/26/20,335.0,2.0,334.83813,1.9979871999999999
Arkansas,3/27/20,381.0,3.0,381.19125,3.0004075
Arkansas,3/28/20,409.0,5.0,408.85107,5.0056133
Arkansas,3/29/20,426.0,6.0,426.1537,5.9999585
Arkansas,3/30/20,473.0,7.0,473.18765,6.9971255999999995
Arkansas,3/31/20,523.0,8.0,522.92474,8.003222000000001
Arkansas,4/01/20,584.0,10.0,583.928,10.001905
Arkansas,4/02/20,643.0,12.0,643.04193,11.9951315
Arkansas,4/03/20,704.0,12.0,704.2653,12.001448
Arkansas,4/04/20,743.0,14.0,743.0215,13.996757
Arkansas,4/05/20,837.0,16.0,837.2934,16.003315
Arkansas,4/06/20,875.0,16.0,875.1643,15.999947
Arkansas,4/07/20,946.0,18.0,946.0996,17.991129
Arkansas,4/08/20,1000.0,18.0,1000.23,18.000748
Arkansas,4/09/20,1119.0,21.0,1119.0432,20.98922
Arkansas,4/10/20,1171.0,21.0,1171.1133,21.004457000000002
Arkansas,4/11/20,1228.0,25.0,1227.8851,24.99571
Arkansas,4/12/20,1280.0,27.0,1280.0153,26.986801
Arkansas,4/13/20,1410.0,29.0,1409.9464,29.008032
Arkansas,4/14/20,1498.0,32.0,1498.2974,31.996703999999998
Arkansas,4/15/20,1569.0,33.0,1568.8715,33.02012
Arkansas,4/16/20,1620.0,37.0,1620.2946,36.98815
Arkansas,4/17/20,1695.0,37.0,1694.9541,37.01345
Arkansas,4/18/20,1744.0,38.0,1743.4956,38.007267
Arkansas,4/19/20,1781.0,39.0,1780.9596,39.001606
Arkansas,4/20/20,1973.0,41.0,1972.392,41.00383
Arkansas,4/21/20,1990.0,42.0,1990.2537,41.9914
Arkansas,4/22/20,2276.0,42.0,2275.6282,41.990520000000004
Arkansas,4/23/20,2599.0,45.0,2599.491,45.018566
Arkansas,4/24/20,2810.0,47.0,2809.6667,46.999916
Arkansas,4/25/20,2911.0,48.0,2911.0586,48.021614
Arkansas,4/26/20,3001.0,51.0,3001.4685,50.99285
California,1/22/20,0.0,0.0,2.1389647e-05,9.273162e-09
California,1/23/20,0.0,0.0,2.1389647e-05,9.273162e-09
California,1/24/20,0.0,0.0,6.864154e-05,9.273162e-09
California,1/25/20,0.0,0.0,0.0002856319,9.273162e-09
California,1/26/20,2.0,0.0,1.9829047,9.273162e-09
California,1/27/20,2.0,0.0,1.9969506000000001,9.273162e-09
California,1/28/20,2.0,0.0,1.9969506000000001,9.273162e-09
California,1/29/20,2.0,0.0,1.9969506000000001,9.273162e-09
California,1/30/20,2.0,0.0,1.9969506000000001,9.273162e-09
California,1/31/20,3.0,0.0,2.9965184,9.273162e-09
California,2/01/20,3.0,0.0,3.0040605,9.273162e-09
California,2/02/20,3.0,0.0,2.9993837,9.273162e-09
California,2/03/20,6.0,0.0,5.998044999999999,9.273162e-09
California,2/04/20,6.0,0.0,5.998044999999999,9.273162e-09
California,2/05/20,6.0,0.0,5.998044999999999,9.273162e-09
